1178,0.798,4.8
1179,0.798,0.06
1180,0.807,0.0
1181,0.807,0.52
1182,0.807,0.0
1183,0.807,1.33
1184,0.818,0.0
1185,0.818,0.0
1186,0.818,0.0
1187,0.818,0.0
1188,0.793,0.0
1189,0.793,5.1
1190,0.793,0.0
1191,0.793,10.06
1192,0.875,21.01
1193,0.72,18.07
1194,0.81,7.92
1195,0.889,32.25
1196,0.823,19.24
1197,0.823,0.0
1198,0.823,13.54
1199,0.823,13.22
1200,0.824,19.09
1201,0.802,4.39
1202,0.805,36.18
1203,0.806,28.35
1204,0.827,18.71
1205,0.889,33.95
1206,0.839,40.28
1207,0.889,37.75
1208,0.847,15.33
1209,0.847,21.1
1210,0.847,14.78
1211,0.847,24.47
1212,0.702,0.08
1213,0.702,0.0
1214,0.702,0.03
1215,0.702,0.0
1216,0.712,15.99
1217,0.712,21.95
1218,0.712,3.92
1219,0.712,9.96
1220,0.813,0.0
1221,0.813,0.0
1222,0.813,4.15
1223,0.813,0.0
1224,0.812,12.36
1225,0.812,32.71
1226,0.812,32.27
1227,0.812,26.92
1228,0.812,1.47
1229,0.812,1.62
1230,0.812,0.72
1231,0.812,0.73
1232,0.847,0.0
1233,0.847,0.0
1234,0.847,0.0
1235,0.847,0.0
1236,0.847,7.82
1237,0.847,22.45
1238,0.847,0.0
1239,0.847,0.0
1240,0.88,29.45
1241,0.88,7.85
1242,0.88,32.99
1243,0.88,0.56
1244,0.88,28.8
1245,0.88,24.59
1246,0.88,0.06
1247,0.88,6.21
1248,0.88,0.0
1249,0.88,8.73
1250,0.88,0.0
1251,0.88,0.0
1252,0.88,28.47
1253,0.88,13.63
1254,0.88,19.46
1255,0.88,0.12
1256,0.847,1.36
1257,0.847,1.55
1258,0.847,6.85
1259,0.847,24.82
1260,0.847,0.0
1261,0.847,0.0
1262,0.847,0.0
1263,0.847,0.0
1264,0.812,0.0
1265,0.812,7.24
1266,0.812,0.0
1267,0.812,0.0
1268,0.812,11.87
1269,0.812,23.28
1270,0.812,0.0
1271,0.812,4.03
1272,0.827,0.21
1273,0.827,29.37
1274,0.827,11.54
1275,0.827,24.72
1276,0.827,24.61
1277,0.827,2.23
1278,0.827,29.04
1279,0.827,0.75
1280,0.827,17.42
1281,0.827,21.0
1282,0.827,28.64
1283,0.827,37.67
1284,0.827,0.0
1285,0.827,0.0
1286,0.827,0.0
1287,0.827,0.0
1288,0.792,0.0
1289,0.792,0.0
1290,0.792,0.0
1291,0.792,0.0
1292,0.792,0.09
1293,0.792,0.08
1294,0.792,0.0
1295,0.792,0.0
1296,0.792,0.0
1297,0.792,0.0
1298,0.792,0.12
1299,0.792,0.0
1300,0.792,0.0
1301,0.792,4.81
1302,0.792,23.76
1303,0.792,5.27
1304,0.851,5.02
1305,0.851,0.0
1306,0.851,8.78
1307,0.851,0.0
1308,0.851,0.0
1309,0.851,1.82
1310,0.851,0.0
1311,0.851,10.26
1312,0.851,7.47
1313,0.851,23.36
1314,0.851,0.0
1315,0.851,0.0
1316,0.851,0.0
1317,0.851,3.38
1318,0.851,0.0
1319,0.851,0.0
1320,0.816,0.65
1321,0.816,9.61
1322,0.816,0.0
1323,0.816,13.59
1324,0.816,23.09
1325,0.816,38.44
1326,0.816,32.27
1327,0.816,33.85
1328,0.825,27.7
1329,0.825,10.29
1330,0.825,35.38
1331,0.825,20.67
1332,0.78,1.81
1333,0.78,0.0
1334,0.78,10.34
1335,0.78,0.0
1336,0.804,0.0
1337,0.804,6.51
1338,0.804,0.32
1339,0.804,20.95
1340,0.804,0.0
1341,0.804,29.99
1342,0.804,26.16
1343,0.804,25.05
1344,0.804,13.28
1345,0.804,17.89
1346,0.804,0.0
1347,0.804,5.39
1348,0.804,8.83
1349,0.804,0.91
1350,0.804,1.82
1351,0.804,0.0
1352,0.784,23.63
1353,0.784,2.0
1354,0.784,21.66
1355,0.784,22.76
1356,0.846,28.75
1357,0.848,18.91
1358,0.845,28.61
1359,0.848,7.76
1360,0.816,10.88
1361,0.816,29.4
1362,0.816,1.39
1363,0.816,2.08
